CATALOG	SCIENCE	OC_CONTRY	COL_DATE	INFO	LENGTH	A_LENGTH	WEIGHT	INCREMENT	CRNO	STATION	LATITUDE	LONGITUDE	
M01901	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204067	10.97	10.97	0.0022	6	845T	022	026.10	120.03	
M01902	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204068	11.97	11.97	0.0030	9	845T	022	026.10	120.03	
M01903	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204069	7.37	7.37	0.0002	4	845T	022	026.10	120.03	
M01904	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204070	9.37	9.37	0.0017	5	845T	022	026.10	120.03	
M01905	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204071	9.01	9.01	0.0015	4	845T	022	026.10	120.03	
M01906	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204072	10.04	10.04	0.0020	6	845T	022	026.10	120.03	
M01907	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204073	10.38	10.38	0.0014	8	845T	022	026.10	120.03	
M01908	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204074	10.93	10.93	0.0022	6	845T	022	026.10	120.03	
M01909	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204075	11.73	11.73	0.0028	8	845T	022	026.10	120.03	
M01910	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204076	11.01	11.01	0.0021	7	845T	022	026.10	120.03	
M01911	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204077	9.31	9.31	0.0014	5	845T	022	026.10	120.03	
M01912	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204078	10.12	10.12	0.0022	6	845T	022	026.10	120.03	
M01913	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204079	10.66	10.66	0.0025	5	845T	022	026.10	120.03	
M01914	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204080	11.70	11.70	0.0023	6	845T	022	026.10	120.03	
M01915	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204081	12.39	12.39	0.0031	8	845T	022	026.10	120.03	
M01916	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204082	11.85	11.85	0.0034	9	845T	022	026.10	120.03	
M01917	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204083	11.03	11.03	0.0025	6	845T	022	026.10	120.03	
M01918	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204084	9.40	9.40	0.0015	5	845T	022	026.10	120.03	
M01919	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204085	9.89	9.89	0.0017	6	845T	022	026.10	120.03	
M01920	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204086	9.76	9.76	0.0015	4	845T	022	026.10	120.03	
M01921	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204087	11.82	11.82	0.0029	6	845T	022	026.10	120.03	
M01922	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204088	12.94	12.94	0.0036	9	845T	022	026.10	120.03	
M01923	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204089	11.29	11.29	0.0020	8	845T	022	026.10	120.03	
M01924	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204090	12.32	12.32	0.0022	6	845T	022	026.10	120.03	
M01925	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204091	10.65	10.65	0.0017	6	845T	022	026.10	120.03	
M01926	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204092	10.69	10.69	0.0021	6	845T	022	026.10	120.03	
M01927	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204093	10.05	10.05	0.0016	5	845T	022	026.10	120.03	
M01928	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204094	9.91	9.91	0.0019	6	845T	022	026.10	120.03	
M01929	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204095	9.72	9.72	0.0018	5	845T	022	026.10	120.03	
M01930	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204096	11.32	11.32	0.0033	8	845T	022	026.10	120.03	
M01931	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204097	10.98	10.98	0.0021	6	845T	022	026.10	120.03	
M01932	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204098	11.51	11.51	0.0035	7	845T	022	026.10	120.03	
M01933	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204099	10.80	10.80	0.0031	5	845T	022	026.10	120.03	
M01934	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204100	10.94	10.94	0.0030	9	845T	022	026.10	120.03	
M01935	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204101	10.04	10.04	0.0018	7	845T	022	026.10	120.03	
M01936	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204102	12.36	12.36	0.0031	8	845T	022	026.10	120.03	
M01937	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204103	9.41	9.41	0.0015	4	845T	022	026.10	120.03	
M01938	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204104	9.87	9.87	0.0015	5	845T	022	026.10	120.03	
M01939	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204105	11.39	11.39	0.0026	6	845T	022	026.10	120.03	
M01940	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204106	10.40	10.40	0.0018	5	845T	022	026.10	120.03	
M01941	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204107	13.39	13.39	0.0035	9	845T	022	026.10	120.03	
M01942	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204108	10.35	10.35	0.0012	5	845T	022	026.10	120.03	
M01943	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204109	12.50	12.50	0.0029	7	845T	022	026.10	120.03	
M01944	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204110	11.75	11.75	0.0025	5	845T	022	026.10	120.03	
M01945	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204111	8.73	8.73	0.0017	3	845T	022	026.10	120.03	
M01946	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204112	9.27	9.27	0.0027	5	845T	022	026.10	120.03	
M01947	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204113	11.69	11.69	0.0027	6	845T	022	026.10	120.03	
M01948	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204114	10.23	10.23	0.0019	5	845T	022	026.10	120.03	
M01949	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204115	11.33	11.33	0.0026	8	845T	022	026.10	120.03	
M01950	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204116	11.39	11.39	0.0024	6	845T	022	026.10	120.03	
M01951	Ejaponicus	TaiwanStrait	2002/4/23	EJ0204117	10.61	10.61	0.0014	6	845T	022	026.10	120.03	
M01954	Ejaponicus	Kenfong	2001/4/21	EJ0104003	23.66	23.66	0.0616	25	0104	A	024.45	121.53	
M01955	Ejaponicus	Kenfong	2001/4/21	EJ0104004	23.24	23.24	0.0539	22	0104	A	024.45	121.53	
M01956	Ejaponicus	Kenfong	2001/4/21	EJ0104005	25.43	25.43	0.0807	27	0104	A	024.45	121.53	
M01960	Ejaponicus	Kenfong	2001/4/21	EJ0104009	19.63	19.63	0.0320	20	0104	A	024.45	121.53	
M01963	Ejaponicus	Kenfong	2001/4/21	EJ0104012	24.95	24.95	0.0834	27	0104	A	024.45	121.53	
M01964	Ejaponicus	Kenfong	2001/4/21	EJ0104013	24.73	24.73	0.0625	25	0104	A	024.45	121.53	
M01965	Ejaponicus	Kenfong	2001/4/21	EJ0104014	25.75	25.75	0.0840	28	0104	A	024.45	121.53	
M01966	Ejaponicus	Kenfong	2001/4/21	EJ0104015	23.17	23.17	0.0508	23	0104	A	024.45	121.53	
M01967	Ejaponicus	Kenfong	2001/4/21	EJ0104016	20.72	20.72	0.0334	18	0104	A	024.45	121.53	
M01970	Ejaponicus	Kenfong	2001/4/21	EJ0104019	21.89	21.89	0.0420	20	0104	A	024.45	121.53	
M01971	Ejaponicus	Kenfong	2001/4/21	EJ0104020	20.90	20.90	0.0353	21	0104	A	024.45	121.53	
M01972	Ejaponicus	Kenfong	2001/4/21	EJ0104021	24.29	24.29	0.0679	27	0104	A	024.45	121.53	
M01977	Ejaponicus	Kenfong	2001/4/21	EJ0104026	22.95	22.95	0.0434	22	0104	A	024.45	121.53	
M01978	Ejaponicus	Kenfong	2001/4/21	EJ0104027	25.41	25.41	0.0786	25	0104	A	024.45	121.53	
M01981	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104030	11.76	11.76	0.0042	9	752T	25I	025.48	120.41	
M01982	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104031	12.50	12.50	0.0054	10	752T	25I	025.48	120.41	
M01983	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104032	11.28	11.28	0.0027	6	752T	25I	025.48	120.41	
M01984	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104033	10.27	10.27	0.0027	5	752T	25I	025.48	120.41	
M01985	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104034	12.57	12.57	0.0043	10	752T	25I	025.48	120.41	
M01986	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104035	8.94	8.94	0.0018	5	752T	025	025.48	120.41	
M01987	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104036	9.96	9.96	0.0025	8	752T	025	025.48	120.41	
M01988	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104037	11.90	11.90	0.0039	9	752T	025	025.48	120.41	
M01989	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104038	14.75	14.75	0.0075	11	752T	025	025.48	120.41	
M01990	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104039	20.20	20.20	0.0184	16	752T	022	026.10	120.03	
M01991	Ejaponicus	TaiwanStrait	2001/4/7	EJ0104040	14.14	14.14	0.0071	12	752T	023	026.02	120.16	
M02122	Stenuifilis	TaiwanStrait	2001/8/23	ST0108001	7.80	7.80	0.0012	9	804T	25I	025.48	120.41	
M02123	Stenuifilis	TaiwanStrait	2001/8/23	ST0108002	11.99	11.99	0.0064	16	804T	022	026.09	120.05	
M02124	Stenuifilis	TaiwanStrait	2001/8/23	ST0108003	15.73	15.73	0.0153	22	804T	022	026.09	120.05	
M02125	Stenuifilis	TaiwanStrait	2001/8/23	ST0108004	17.54	17.54	0.0197	27	804T	022	026.09	120.05	
M02126	Stenuifilis	TaiwanStrait	2001/8/23	ST0108005	16.35	16.35	0.0176	22	804T	022	026.09	120.05	
M02127	Stenuifilis	TaiwanStrait	2001/8/23	ST0108006	15.50	15.50	0.0127	21	804T	022	026.09	120.05	
M02148	Stenuifilis	TaiwanStrait	2001/8/23	ST0108031	16.86	16.86	0.0192	24	804T	22I	026.09	120.05	
M02150	Stenuifilis	TaiwanStrait	2001/8/23	ST0108034	15.80	15.80	0.0178	20	804T	22I	026.09	120.05	
M02155	Tchefuensis	TaiwanStrait	2001/8/23	TC0108001	16.49	16.49	0.0156	26	804T	22I	026.09	120.05	
M02157	Eheteroloba	TaiwanStrait	2001/8/22	EH0108001	17.71	17.71	0.0198	17	804T	12I	024.56	119.21	
M02158	Eheteroloba	TaiwanStrait	2001/8/22	EH0108002	14.61	14.61	0.0111	14	804T	12I	024.56	119.21	
M02159	Eheteroloba	TaiwanStrait	2001/8/22	EH0108003	14.25	14.25	0.0076	13	804T	12I	024.56	119.21	
M02160	Eheteroloba	TaiwanStrait	2001/8/22	EH0108004	15.26	15.26	0.0119	13	804T	12I	024.56	119.21	
M02161	Eheteroloba	TaiwanStrait	2001/8/22	EH0108005	15.19	15.19	0.0102	14	804T	12I	024.56	119.21	
M02162	Eheteroloba	TaiwanStrait	2001/8/22	EH0108006	15.13	15.13	0.0082	13	804T	12I	024.56	119.21	
M02163	Eheteroloba	TaiwanStrait	2001/8/22	EH0108007	15.86	15.86	0.0149	15	804T	12I	024.56	119.21	
M02164	Eheteroloba	TaiwanStrait	2001/8/22	EH0108008	20.21	20.21	0.0262	22	804T	12I	024.56	119.21	
M02165	Eheteroloba	TaiwanStrait	2001/8/22	EH0108009	16.13	16.13	0.0182	17	804T	12I	024.56	119.21	
M02166	Eheteroloba	TaiwanStrait	2001/8/22	EH0108010	8.32	8.32	0.0017	6	804T	17I	024.15	120.25	
M02167	Eheteroloba	TaiwanStrait	2001/8/22	EH0108011	9.06	9.06	0.0018	8	804T	17I	024.15	120.25	
M02168	Eheteroloba	TaiwanStrait	2001/8/22	EH0108012	8.25	8.25	0.0015	8	804T	17I	024.15	120.25	
M02169	Eheteroloba	TaiwanStrait	2001/8/22	EH0108013	10.38	10.38	0.0040	10	804T	17I	024.15	120.25	
M02170	Eheteroloba	TaiwanStrait	2001/8/22	EH0108014	10.13	10.13	0.0036	10	804T	17I	024.15	120.25	
M02171	Eheteroloba	TaiwanStrait	2001/8/22	EH0108015	9.06	9.06	0.0030	7	804T	17I	024.15	120.25	
M02172	Eheteroloba	TaiwanStrait	2001/8/22	EH0108016	9.29	9.29	0.0027	7	804T	17I	024.15	120.25	
M02173	Eheteroloba	TaiwanStrait	2001/8/22	EH0108017	6.45	6.45	0.0014	5	804T	17I	024.15	120.25	
M02174	Eheteroloba	TaiwanStrait	2001/8/22	EH0108018	10.15	10.15	0.0031	9	804T	17I	024.15	120.25	
M02175	Eheteroloba	TaiwanStrait	2001/8/22	EH0108019	9.32	9.32	0.0025	8	804T	17I	024.15	120.25	
M02176	Eheteroloba	TaiwanStrait	2001/8/22	EH0108020	7.35	7.35	0.0010	5	804T	17I	024.15	120.25	
M02177	Eheteroloba	TaiwanStrait	2001/8/22	EH0108021	8.66	8.66	0.0022	8	804T	17I	024.15	120.25	
M02178	Eheteroloba	TaiwanStrait	2001/8/22	EH0108022	8.25	8.25	0.0020	6	804T	17I	024.15	120.25	
M02179	Eheteroloba	TaiwanStrait	2001/8/22	EH0108023	8.50	8.50	0.0020	7	804T	17I	024.15	120.25	
M02180	Eheteroloba	TaiwanStrait	2001/8/22	EH0108024	8.62	8.62	0.0025	8	804T	17I	024.15	120.25	
M02181	Eheteroloba	TaiwanStrait	2001/8/22	EH0108025	6.70	6.70	0.0014	5	804T	17I	024.15	120.25	
M02182	Eheteroloba	TaiwanStrait	2001/8/22	EH0108026	8.50	8.50	0.0018	8	804T	17I	024.15	120.25	
M02183	Eheteroloba	TaiwanStrait	2001/8/22	EH0108027	8.68	8.68	0.0016	8	804T	17I	024.15	120.25	
M02184	Eheteroloba	TaiwanStrait	2001/8/22	EH0108028	6.00	6.00	0.0008	4	804T	17I	024.15	120.25	
M02185	Eheteroloba	TaiwanStrait	2001/8/22	EH0108029	7.84	7.84	0.0016	6	804T	17I	024.15	120.25	
M02186	Eheteroloba	TaiwanStrait	2001/8/22	EH0108030	9.58	9.58	0.0029	9	804T	17I	024.15	120.25	
M02187	Eheteroloba	TaiwanStrait	2001/8/22	EH0108031	9.94	9.94	0.0041	10	804T	17I	024.15	120.25	
M02188	Eheteroloba	TaiwanStrait	2001/8/22	EH0108032	10.04	10.04	0.0041	10	804T	17I	024.15	120.25	
M02189	Eheteroloba	TaiwanStrait	2001/8/22	EH0108033	10.26	10.26	0.0049	10	804T	17I	024.15	120.25	
M02190	Eheteroloba	TaiwanStrait	2001/8/22	EH0108034	10.55	10.55	0.0040	10	804T	17I	024.15	120.25	
M02191	Eheteroloba	TaiwanStrait	2001/8/22	EH0108035	10.10	10.10	0.0050	10	804T	17I	024.15	120.25	
M02192	Eheteroloba	TaiwanStrait	2001/8/22	EH0108036	11.14	11.14	0.0058	11	804T	17I	024.15	120.25	
M02193	Eheteroloba	TaiwanStrait	2001/8/22	EH0108037	11.83	11.83	0.0077	12	804T	17I	024.15	120.25	
M02194	Eheteroloba	TaiwanStrait	2001/8/22	EH0108038	13.92	13.92	0.0139	15	804T	17I	024.15	120.25	
M02195	Eheteroloba	TaiwanStrait	2001/8/23	EH0108039	11.95	11.95	0.0057	11	804T	023	026.02	120.18	
M02196	Eheteroloba	TaiwanStrait	2001/8/23	EH0108040	10.92	10.92	0.0044	11	804T	023	026.02	120.18	
M02197	Eheteroloba	TaiwanStrait	2001/8/22	EH0108041	8.53	8.53	0.0012	4	804T	19I	025.18	120.13	
M02198	Eheteroloba	TaiwanStrait	2001/8/22	EH0108042	8.98	8.98	0.0016	4	804T	19I	025.18	120.13	
M02199	Eheteroloba	TaiwanStrait	2001/8/22	EH0108043	11.08	11.08	0.0039	8	804T	19I	025.18	120.13	
M02200	Eheteroloba	TaiwanStrait	2001/8/22	EH0108044	13.81	13.81	0.0102	14	804T	19I	025.18	120.13	
M02201	Eheteroloba	TaiwanStrait	2001/8/22	EH0108045	15.15	15.15	0.0122	14	804T	19I	025.18	120.13	
M02202	Eheteroloba	TaiwanStrait	2001/8/22	EH0108046	16.51	16.51	0.0139	14	804T	19I	025.18	120.13	
M02203	Eheteroloba	TaiwanStrait	2001/8/22	EH0108047	17.44	17.44	0.0170	16	804T	19I	025.18	120.13	
M02204	Eheteroloba	TaiwanStrait	2001/8/22	EH0108048	12.98	12.98	0.0095	12	804T	20I	025.43	120.08	
M02205	Eheteroloba	TaiwanStrait	2001/8/22	EH0108049	12.31	12.31	0.0056	10	804T	20I	025.43	120.08	
M02206	Eheteroloba	TaiwanStrait	2001/8/22	EH0108050	12.44	12.44	0.0057	9	804T	20I	025.43	120.08	
M02207	Eheteroloba	TaiwanStrait	2001/8/22	EH0108051	14.41	14.41	0.0101	12	804T	20I	025.43	120.08	
M02208	Eheteroloba	TaiwanStrait	2001/8/22	EH0108052	16.51	16.51	0.0145	15	804T	20I	025.43	120.08	
M02209	Eheteroloba	TaiwanStrait	2001/8/22	EH0108053	17.12	17.12	0.0201	18	804T	20I	025.43	120.08	
M02210	Eheteroloba	TaiwanStrait	2001/8/22	EH0108054	13.66	13.66	0.0089	12	804T	20I	025.43	120.08	
M02211	Eheteroloba	TaiwanStrait	2001/8/22	EH0108055	11.03	11.03	0.0053	10	804T	20I	025.43	120.08	
M02212	Eheteroloba	TaiwanStrait	2001/8/22	EH0108056	15.12	15.12	0.0110	14	804T	20I	025.43	120.08	
M02213	Eheteroloba	TaiwanStrait	2001/8/22	EH0108057	13.24	13.24	0.0103	13	804T	20I	025.43	120.08	
M02214	Eheteroloba	TaiwanStrait	2001/8/22	EH0108058	18.22	18.22	0.0253	18	804T	20I	025.43	120.08	
M02215	Eheteroloba	TaiwanStrait	2001/8/23	EH0108059	21.50	21.50	0.0444	25	804T	22I	026.09	120.05	
M02216	Eheteroloba	TaiwanStrait	2001/8/23	EH0108060	19.75	19.75	0.0232	20	804T	22I	026.09	120.05	
M02217	Eheteroloba	TaiwanStrait	2001/8/23	EH0108061	16.85	16.85	0.0178	15	804T	22I	026.09	120.05	
M02218	Eheteroloba	TaiwanStrait	2001/8/23	EH0108062	18.95	18.95	0.0255	21	804T	22I	026.09	120.05	
M02220	Eheteroloba	TaiwanStrait	2001/8/23	EH0108064	14.79	14.79	0.0080	14	804T	23I	026.02	120.18	
M02221	Eheteroloba	TaiwanStrait	2001/8/22	EH0108065	10.41	10.41	0.0024	9	804T	015	024.28	120.02	
M02222	Eheteroloba	TaiwanStrait	2001/8/22	EH0108066	9.90	9.90	0.0025	8	804T	017	024.16	120.24	
M02223	Eheteroloba	TaiwanStrait	2001/8/23	EH0108067	9.98	9.98	0.0022	8	804T	027	025.32	121.07	
M02224	Eheteroloba	TaiwanStrait	2001/8/22	EH0108068	12.87	12.87	0.0054	10	804T	019	025.18	120.13	
M02225	Eheteroloba	TaiwanStrait	2001/8/22	EH0108069	13.46	13.46	0.0062	11	804T	019	025.18	120.13	
M02226	Eheteroloba	TaiwanStrait	2001/8/22	EH0108070	10.66	10.66	0.0026	11	804T	019	025.18	120.13	
M02227	Eheteroloba	TaiwanStrait	2001/8/22	EH0108071	18.09	18.09	0.0152	14	804T	019	025.18	120.13	
M02228	Eheteroloba	TaiwanStrait	2001/8/22	EH0108072	18.83	18.83	0.0256	17	804T	019	025.18	120.13	
M02229	Eheteroloba	TaiwanStrait	2001/8/22	EH0108073	14.25	14.25	0.0100	13	804T	019	025.18	120.13	
M02230	Eheteroloba	TaiwanStrait	2001/8/22	EH0108074	15.48	15.48	0.0117	13	804T	019	025.18	120.13	
M02231	Eheteroloba	TaiwanStrait	2001/8/22	EH0108075	13.58	13.58	0.0076	11	804T	020	025.42	120.24	
M02232	Eheteroloba	TaiwanStrait	2001/8/23	EH0108076	19.22	19.22	0.0241	17	804T	27I	025.32	121.07	
M02233	Eheteroloba	TaiwanStrait	2001/8/23	EH0108077	20.34	20.34	0.0287	22	804T	27I	025.32	121.07	
M02234	Eheteroloba	TaiwanStrait	2001/8/23	EH0108078	8.71	8.71	0.0015	4	804T	022	026.09	120.05	
M02235	Eheteroloba	TaiwanStrait	2001/8/23	EH0108079	9.40	9.40	0.0030	8	804T	022	026.09	120.05	
M02236	Eheteroloba	TaiwanStrait	2001/8/23	EH0108080	11.62	11.62	0.0041	9	804T	022	026.09	120.05	
M02237	Eheteroloba	TaiwanStrait	2001/8/23	EH0108081	11.81	11.81	0.0039	10	804T	022	026.09	120.05	
M02238	Eheteroloba	TaiwanStrait	2001/8/23	EH0108082	13.24	13.24	0.0076	13	804T	022	026.09	120.05	
M02239	Eheteroloba	TaiwanStrait	2001/8/23	EH0108083	9.79	9.79	0.0025	8	804T	022	026.09	120.05	
M02240	Eheteroloba	TaiwanStrait	2001/8/23	EH0108084	14.73	14.73	0.0069	12	804T	022	026.09	120.05	
M02241	Eheteroloba	TaiwanStrait	2001/8/23	EH0108085	16.08	16.08	0.0126	16	804T	022	026.09	120.05	
M02242	Eheteroloba	TaiwanStrait	2001/8/23	EH0108086	10.24	10.24	0.0051	11	804T	022	026.09	120.05	
M02243	Eheteroloba	TaiwanStrait	2001/8/23	EH0108087	14.16	14.16	0.0097	13	804T	022	026.09	120.05	
M02244	Eheteroloba	TaiwanStrait	2001/8/23	EH0108088	16.94	16.94	0.0195	20	804T	022	026.09	120.05	
M02245	Eheteroloba	TaiwanStrait	2001/8/23	EH0108089	15.38	15.38	0.0119	14	804T	022	026.09	120.05	
M02246	Eheteroloba	TaiwanStrait	2001/8/23	EH0108090	14.02	14.02	0.0090	13	804T	022	026.09	120.05	
M02247	Eheteroloba	TaiwanStrait	2001/8/23	EH0108091	22.90	22.90	0.0334	24	804T	022	026.09	120.05	
M02248	Eheteroloba	TaiwanStrait	2001/8/21	EH0108092	21.17	21.17	0.0319	22	804T	GI	025.12	121.21	
M02249	Eheteroloba	TaiwanStrait	2001/8/21	EH0108093	12.97	12.97	0.0083	13	804T	EI	025.00	120.55	
M02250	Eheteroloba	TaiwanStrait	2001/8/21	EH0108094	20.79	20.79	0.0359	21	804T	EI	025.00	120.55	
M02251	Eheteroloba	TaiwanStrait	2001/8/22	EH0108095	12.40	12.40	0.0042	8	804T	FI	025.00	120.16	
M02252	Eheteroloba	TaiwanStrait	2001/8/22	EH0108096	10.21	10.21	0.0032	7	804T	FI	025.00	120.16	
M02253	Eheteroloba	TaiwanStrait	2001/8/22	EH0108097	9.05	9.05	0.0020	5	804T	FI	025.00	120.16	
M02254	Eheteroloba	TaiwanStrait	2001/8/22	EH0108098	12.64	12.64	0.0066	10	804T	FI	025.00	120.16	
M02255	Eheteroloba	TaiwanStrait	2001/8/22	EH0108099	10.06	10.06	0.0033	7	804T	FI	025.00	120.16	
M02256	Eheteroloba	TaiwanStrait	2001/8/22	EH0108100	8.54	8.54	0.0015	5	804T	FI	025.00	120.16	
M02257	Stenuifilis	NorthWestern	1999/8/17	ST9908001	12.46	12.46	0.0050	14	616T	201	025.42	120.10	
M02258	Stenuifilis	NorthWestern	1999/8/17	ST9908002	10.11	10.11	0.0024	10	616T	221	026.10	120.03	
M02259	Stenuifilis	NorthWestern	2000/8/7	ST0008001	12.41	12.41	0.0036	12	0591	12B	025.55	119.20	
M02260	Stenuifilis	NorthWestern	2000/8/7	ST0008002	11.61	11.61	0.0028	10	0591	12B	025.55	119.20	
M02262	Stenuifilis	NorthWestern	2000/8/7	ST0008004	11.04	11.04	0.0029	12	0591	18B	025.08	119.52	
M02263	Stenuifilis	NorthWestern	2000/8/7	ST0008005	11.07	11.07	0.0035	12	0591	18B	025.08	119.52	
M02264	Stenuifilis	NorthWestern	2000/8/7	ST0008006	14.37	14.37	0.0078	17	0591	18B	025.08	119.52	
M02265	Stenuifilis	NorthWestern	2000/8/7	ST0008007	15.98	15.98	0.0078	18	0591	18B	025.08	119.52	
M02266	Stenuifilis	NorthWestern	2000/8/7	ST0008008	14.32	14.32	0.0106	19	0591	18B	025.08	119.52	
M02267	Stenuifilis	NorthWestern	2000/8/7	ST0008009	11.86	11.86	0.0046	13	0591	18S	025.08	119.51	
M02268	Stenuifilis	NorthWestern	2000/8/7	ST0008010	11.30	11.30	0.0024	10	0591	18S	025.08	119.51	
M02269	Stenuifilis	NorthWestern	2000/8/7	ST0008011	9.26	9.26	0.0019	9	0591	18S	025.08	119.51	
M02270	Stenuifilis	NorthWestern	2000/8/7	ST0008012	13.76	13.76	0.0061	15	0591	18S	025.08	119.51	
M02271	Stenuifilis	NorthWestern	2000/8/7	ST0008013	14.59	14.59	0.0077	19	0591	18S	025.08	119.51	
M02272	Stenuifilis	NorthWestern	2000/8/7	ST0008014	13.13	13.13	0.0064	15	0591	18S	025.08	119.51	
M02273	Stenuifilis	NorthWestern	2000/8/7	ST0008015	11.56	11.56	0.0039	13	0591	18S	025.08	119.51	
M02274	Stenuifilis	NorthWestern	2000/8/7	ST0008016	10.48	10.48	0.0021	10	0591	18S	025.08	119.51	
M02275	Stenuifilis	NorthWestern	2000/8/7	ST0008017	14.96	14.96	0.0087	18	0591	18S	025.08	119.51	
M02276	Stenuifilis	NorthWestern	2000/8/7	ST0008018	12.15	12.15	0.0042	13	0591	18S	025.08	119.51	
M02277	Stenuifilis	NorthWestern	2000/8/7	ST0008019	10.56	10.56	0.0027	10	0591	18S	025.08	119.51	
M02278	Stenuifilis	NorthWestern	2000/8/7	ST0008020	11.15	11.15	0.0020	10	0591	18S	025.08	119.51	
M02279	Stenuifilis	NorthWestern	2000/8/7	ST0008021	9.93	9.93	0.0020	10	0591	18S	025.08	119.51	
M02280	Stenuifilis	NorthWestern	2000/8/7	ST0008022	10.18	10.18	0.0018	8	0591	18S	025.08	119.51	
M02281	Stenuifilis	NorthWestern	2000/8/7	ST0008023	10.42	10.42	0.0030	12	0591	18S	025.08	119.51	
M02282	Stenuifilis	NorthWestern	2000/8/7	ST0008024	12.13	12.13	0.0039	12	0591	18S	025.08	119.51	
M02283	Stenuifilis	NorthWestern	2000/8/7	ST0008025	11.53	11.53	0.0043	12	0591	18S	025.08	119.51	
M02284	Stenuifilis	NorthWestern	2000/8/7	ST0008026	10.35	10.35	0.0017	13	0591	18S	025.08	119.51	
M02285	Stenuifilis	NorthWestern	2000/8/7	ST0008027	11.08	11.08	0.0031	11	0591	18S	025.08	119.51	
M02622	Eheteroloba	I-LanBay	2002/9/15	EH0209001	12.13	12.13	0.0050	9	0658	K2	024.49	122.05	
M02623	Eheteroloba	I-LanBay	2002/9/15	EH0209002	12.79	12.79	0.0075	9	0658	K2	024.49	122.05	
M02624	Eheteroloba	I-LanBay	2002/9/15	EH0209003	11.84	11.84	0.0048	7	0658	K2	024.49	122.05	
M02625	Eheteroloba	I-LanBay	2002/9/15	EH0209004	12.72	12.72	0.0047	8	0658	K2	024.49	122.05	
M02626	Eheteroloba	I-LanBay	2002/9/15	EH0209005	10.77	10.77	0.0029	6	0658	K2	024.49	122.05	
M02627	Eheteroloba	I-LanBay	2002/9/15	EH0209006	12.46	12.46	0.0074	11	0658	K2	024.49	122.05	
M02628	Eheteroloba	I-LanBay	2002/9/16	EH0209007	12.11	12.11	0.0043	7	0658	M1	024.43	121.56	
